name,type,district,address,area,price,total
保利玫瑰花语,底商,龙泉驿,龙城大道保利玫瑰花语,待定,22600,0
金科东方雅郡,底商,龙泉驿,成龙大道车城西三路,待定,23000,0
炜岸城二期,别墅,龙泉驿,驿都西路3666号,222-265㎡,价格待定,615
天府逸家一期,底商,龙泉驿,金枫路与青台山路交叉口西150米,待定,28000,0
天府逸家一期,商业,龙泉驿,金枫路与青台山路交叉口西150米,待定,28000,0
天府逸家二期,商业,龙泉驿,成龙大道二段天府逸家,待定,27000,0
恒大御龙天峰,住宅,龙泉驿,龙泉阳光城锦绣路与同安路交汇处,106-113㎡,9700,100
东能财富广场,商业类,龙泉驿,彩虹大道南段123号,59㎡,9500,52
寰宇君汇城,住宅,龙泉驿,合菱西路9号,73-98㎡,7500,76
东山领地,商业,龙泉驿,龙泉驿成龙大道与成简快速通道交汇处（芦溪河六国公园旁）,待定,16000,0
东山领地,底商,龙泉驿,龙泉驿成龙大道与成简快速通道交汇处（芦溪河六国公园旁）,待定,16000,0
绿林书院,商业,龙泉驿,鲸龙路960号（新龙中对面）,待定,13000,0
绿林书院,底商,龙泉驿,鲸龙路960号（新龙中对面）,待定,13000,0
华润云庭,住宅,龙泉驿,成龙大道金枫路（川师成龙校区旁）,待定,8750,0
中心城,底商,龙泉驿,北泉路龙泉二中旁,待定,50000,0
招商依云上城,商业,龙泉驿,西河镇成洛大道（西南食品城旁）,待定,30000,0
桃都四季花城,住宅,龙泉驿,桃都大道中段999号,待定,14000,0
世茂城三期,商业,龙泉驿,龙泉驿天鹅西湖南路6号（成龙大道和天鹅西湖南路交汇处）,待定,32000,0
卧龙谷壹号,别墅,龙泉驿,新建路99号,待定,价格待定,0
卧龙谷玖号,住宅,龙泉驿,大面镇街道公园大道以西（天鹅湖公园旁）,178-196㎡,350,330
卧龙谷玖号,别墅,龙泉驿,大面镇街道公园大道以西（天鹅湖公园旁）,待定,价格待定,0
壹中心,底商,龙泉驿,北京路138号（南临驿都大道，西临翠龙路）,待定,20000,0
雄飞生活广场,底商,龙泉驿,西河镇成洛大道3199号（九峰国际汽车成附近）,待定,25000,0
龙都国际,底商,龙泉驿,龙都北路399号,待定,25000,0
三盛都会城,住宅,龙泉驿,龙华路东侧三盛都会城,待定,价格待定,0
天悦龙栖台,住宅,龙泉驿,龙都北路533号,119-142㎡,价格待定,0
融创天府逸家三期,底商,龙泉驿,天鹅西湖南路与金茶路交叉口（北大附小正对面）,待定,27000,0
果壳里的城,商业,龙泉驿,北泉路1188号,待定,26000,0
金科东方雅郡三期,商业,龙泉驿,成龙大道车城西三路,待定,13000,0
金科东方雅郡一期,商业,龙泉驿,车城西三路,待定,40000,0
中粮御嶺湾,别墅,龙泉驿,同安镇阳光城阳光大道138号,450㎡,2500,720
金科东方雅郡,住宅,龙泉驿,成龙大道车城西三路,76-81㎡,价格待定,0
成龙1号,住宅,龙泉驿,阳光大道2号,待定,5800,0
天府逸家二期,住宅,龙泉驿,成龙大道二段天府逸家,待定,8800,0
炜岸城一期,住宅,龙泉驿,驿镇驿都西路3666号,122-158㎡,8600,0
雄飞生活广场,住宅,龙泉驿,西河镇成洛大道3199号（九峰国际汽车成附近）,待定,7600,0
世茂城三期,住宅,龙泉驿,龙泉驿天鹅西湖南路6号（成龙大道和天鹅西湖南路交汇处）,118-142㎡,14200,0
金茂悦龙山,商业类,龙泉驿,车城西五路99号,37-47㎡,8000,36
北大资源紫境东来,别墅,龙泉驿,桃都大道中段766号,待定,价格待定,0
电建地产洺悦御府,住宅,龙泉驿,兴业大道198号,114-235㎡,价格待定,0
世茂璀璨天城,住宅,龙泉驿,成龙大道二段世茂璀璨天城,113-133㎡,12700,134
隆基泰和铂悦山,底商,龙泉驿,"北京路66号(地铁二号线书房站,永辉超市对面)",待定,30000,0
幸福东方白桦林,住宅,龙泉驿,成洛大道5632号,134㎡,8300,27
华润置地云庭润街,商业,龙泉驿,金枫路68号,待定,价格待定,0
华侨城尔雅小院,别墅,龙泉驿,洛带三峨街999号,待定,价格待定,0
第九空间大厦,写字楼,龙泉驿,翠龙街66号,待定,7400,0
新希望锦麟府,住宅,龙泉驿,成都市车城西四路177号,135-148㎡,21000,257
合谊乐湖,商业类,龙泉驿,十陵街道蜀王大道南段888号,54㎡,13500,9
幸福东方白桦林,商业类,龙泉驿,成洛大道5632号,62㎡,6700,63
学府金街,商业,龙泉驿,桃都大道中段999号（果壳里的城对面）,待定,15000,0
左岸名都,住宅,龙泉驿,西江大道555号,待定,7800,0
铂金汇,商业,龙泉驿,翠龙街附近（地铁2号线书房站永辉超市对面）,待定,35000,0
北大资源紫境东来,住宅,龙泉驿,桃都大道中段766号,138-148㎡,13800,175
能投阳光里,住宅,龙泉驿,龙都北路93号,77-205㎡,9300,61
卓越樾山府,住宅,龙泉驿,成龙大道与鲸龙路交汇处,待定,价格待定,0
天悦龙栖台,底商,龙泉驿,龙都北路533号,待定,价格待定,0
领地溪山蘭台,别墅,龙泉驿,华信大道998号,待定,价格待定,0
帝一广场,商业,龙泉驿,龙都北路与建材路交汇处,待定,价格待定,0
寰宇君汇城,底商,龙泉驿,菱西路9号,待定,50000,0
寰宇君汇城,商业,龙泉驿,菱西路9号,待定,价格待定,0
寰宇君汇城,写字楼,龙泉驿,菱西路9号,待定,价格待定,0
凯德卓锦万黛,商业,龙泉驿,成龙大道二段（川师成龙校区旁）,待定,价格待定,0
锦丰首席,底商,龙泉驿,阳光大道99号,待定,价格待定,0
隆基泰和铂悦山,写字楼,龙泉驿,地铁二号线书房站（永辉超市对面）,待定,6500,0
新希望锦麟府,别墅,龙泉驿,车城西四路177号,待定,价格待定,0
中海御湖世家,住宅,龙泉驿,蜀王大道北段中海御湖世家,106-149㎡,19960,0
东山府锦,住宅,龙泉驿,成龙大道佳美路口,待定,价格待定,0
金泉香槟城,底商,龙泉驿,西河大道295号,待定,29000,0
中海御湖世家,商业类,龙泉驿,十陵街办中街260号,待定,价格待定,0
中海御湖世家,商业,龙泉驿,十陵街办中街260号,待定,价格待定,0
中海御湖世家,底商,龙泉驿,十陵街办中街260号,待定,价格待定,0
合谊乐湖,别墅,龙泉驿,十陵街道蜀王大道南段888号,179㎡,314.1,1
梵悦里,住宅,龙泉驿,龙泉驿区成龙大道与鲸龙路交汇处（鲸龙路834号）,待定,价格待定,0
首开龙湖景粼玖序,住宅,龙泉驿,十陵街道友谊西路,待定,价格待定,0
锦丰首席,住宅,龙泉驿,阳光大道99号,91-102㎡,8300,75
中梁壹号院,住宅,龙泉驿,十陵洪路中段 288 号,100-132㎡,21115,15
昂世半山观邸,住宅,龙泉驿,同安街道办事处阳光大道8号(博瑞花园酒店对面),104-219㎡,9000,0
帝一广场,住宅,龙泉驿,龙都北路与建材路交汇处,115㎡,价格待定,71
电建地产云立方,住宅,龙泉驿,成龙大道与龙城大道交汇处云立方,待定,价格待定,0
龙腾东麓城,住宅,龙泉驿,歇凉关路888号,75-112㎡,8900,0
林溪康城,住宅,龙泉驿,同安街办幸福路99号,78-102㎡,8200,0
上龙门,商业类,龙泉驿,龙泉驿十陵镇东洪路中段166号（东三环十陵立交旁）,40㎡,14800,0
新城吾悦广场,住宅,龙泉驿,地铁二号线书房站（龙工北路）,待定,6700,0
电建地产云立方,商业类,龙泉驿,成龙大道与龙城大道交汇处云立方,60㎡,14000,0
实地海棠名著,住宅,青白江,凤凰西七路28号,95-113㎡,9000,107
凤凰名城,住宅,青白江,华金大道三段55号（大弯中学旁）,51-118㎡,7400,38
公园世家,住宅,青白江,凤凰大道二段699号,84-157㎡,7000,92
瑞居海布斯卡,住宅,青白江,栖凤街281号,113-123㎡,7450,53
天府欧城,底商,青白江,凤凰西七路31号,待定,27000,0
天府欧城,商业类,青白江,凤凰西七路31号,35-42㎡,6500,0
协信天骄城,住宅,青白江,凤凰大道一段198号,74-124㎡,7450,80
听湖九园,住宅,青白江,凤凰东二路99号,94-117㎡,8300,80
万科时代之光,住宅,青白江,凤祥大道2段万科时代之光,97-118㎡,10000,116
凤凰盛景,住宅,青白江,凤祥大道1699号凤凰盛景,95-118㎡,7700,81
天府欧城,商业,青白江,凤凰西七路31号,待定,27000,0
新力翡翠湾,住宅,青白江,红阳路500号,84-111㎡,7000,61
凤凰1号,住宅,青白江,凤凰大道二段888号（凤凰湖公园正对面）,待定,价格待定,0
嘉和瑞景,住宅,青白江,华逸路111号,待定,4000,0
嘉合凤凰岛,住宅,青白江,凤凰大道二段765号,89-225㎡,9200,82
广泽长河郡,住宅,青白江,学苑路456号（大弯中学旁边）,待定,4222,0
瀚城国际,住宅,青白江,凤凰西六路28号,98-103㎡,7250,0
天府欧城,住宅,青白江,凤凰西七路31号,待定,7900,0
蝴蝶洲,住宅,青白江,凤翔大道1266号,65-98㎡,7500,75
佳飞国际建材家居市场,商业,青白江,弥牟镇仁寿路199号,待定,11000,0
誉府仕家,住宅,青白江,凤凰大道三段8号（凤凰湖公园正面对面）,98-123㎡,8500,74
广泽长河郡,商业,青白江,学苑路456号（大弯中学旁边）,待定,15000,0
广泽长河郡,底商,青白江,学苑路456号（大弯中学旁边）,待定,11000,0
尚林幸福城,住宅,青白江,青白江同华大道以北、凤凰路以西（凤凰湖旁边）,66-91㎡,7500,49
合谊同华,住宅,青白江,华逸中路999号,111㎡,8500,0
合谊同华,别墅,青白江,华逸中路999号,127㎡,9500,0
同华生态商业广场,商业,青白江,同华大道1218号,待定,6000,0
嘉和世纪城,住宅,青白江,凤凰大道西二段138号,109㎡,7300,83
金科博翠天宸,住宅,青白江,凤祥大道1019号,87-138㎡,10000,101
虹信大厦,住宅,青白江,青白江化工北路18号,待定,6300,0
天誉,住宅,青白江,华金大道3段1号金龙广场,109-148㎡,6800,87
美的新城公园天下,住宅,青白江,凤凰大道一段88号,87-130㎡,8000,98
佳兆业悦府,住宅,青白江,凤祥大道佳兆业悦府,94-140㎡,7500,75
蓝光公园锦汇,住宅,青白江,凤凰西二路蓝光公园锦汇,待定,价格待定,0
悦荟时代广场,商业,青白江,华金大道三段66号,待定,24000,0
建工梧桐屿,住宅,青白江,青白江凤祥大道建工梧桐屿,101-143㎡,7300,74
天和绣水岸,住宅,青白江,大东街天和绣水岸,待定,6800,0
悦荟时代广场,底商,青白江,华金大道三段66号,待定,18000,0
天和悦城,住宅,青白江,凤凰大道北侧天河悦城,58-138㎡,6600,0
天和睿城,住宅,青白江,红阳路天和睿城,92-180㎡,8000,67
新城悦隽盛世,住宅,青白江,大同路（钱江凤凰城旁）,95-135㎡,10800,102
天誉,底商,青白江,华金大道3段1号金龙广场,待定,21,0
美的澜桥郡,住宅,青白江,中国·成都·国际铁路港旁（北自贸区香岛大道）,待定,价格待定,0
棠湖清江花语,住宅,青白江,同金街366号,106-118㎡,7000,70
花样年江山,住宅,青白江,华金大道四段花样年江山,待定,9900,0
西街上院,住宅,青白江,金渊路81号,待定,价格待定,0
怡湖玫瑰苑,住宅,青白江,清江北路（怡湖公园旁）,106㎡,8800,0
瀚城新天地,住宅,青白江,学苑路218号,96-109㎡,7400,70
城投美庐,住宅,青白江,成都市青白江区华逸中路,待定,价格待定,0
青龙国际建材装饰城,商业,青白江,青白江大道2666号,待定,8500,0
悦荟时代广场,商业类,青白江,华金大道三段66号,待定,6000,0
美的新城公园天下,商业,青白江,凤凰大道一段88号,待定,价格待定,0
凤凰盛景,底商,青白江,凤祥大道凤凰盛景,待定,价格待定,0
实地海棠名著,商业,青白江,凤凰西七路28号,待定,价格待定,0
新力翡翠湾,底商,青白江,红阳路500号,待定,价格待定,0
蜀青丽晶府,住宅,青白江,青华东路248号,82-107㎡,6200,55
瀚城悦府,住宅,青白江,青白江凤祥大道文体中心对面,待定,价格待定,0
青白江天美广场,商业类,青白江,大弯东路8号,38㎡,7500,30
青白江天美广场,底商,青白江,大弯东路8号,待定,32000,0
星徽城,住宅,青白江,青白江区凤凰西二路与凤祥大道交汇处嘉和世纪城斜对面,待定,14500,0
蓝光公园锦汇,商业,青白江,凤凰西二路蓝光公园锦汇,待定,价格待定,0
蜀青丽晶府,底商,青白江,青华东路248号,待定,价格待定,0
建工梧桐屿,别墅,青白江,青白江凤祥大道建工梧桐屿,待定,价格待定,0
城投美庐,商业,青白江,华逸路城投美庐,待定,价格待定,0
花样年江山,底商,青白江,华金大道四段花样年江山,待定,价格待定,0
花样年江山,商业,青白江,华金大道四段花样年江山,待定,价格待定,0
万科碧桂园悦海园,住宅,青白江,同华大道万科碧桂园悦海园,86-98㎡,8500,73
和悦美居,住宅,青白江,红阳华金大道二段694号,待定,价格待定,0
天美广场,商业,青白江,大弯东路与大弯北路交汇处（原老川化中学旧址）,待定,价格待定,0
佳欣时代天汇,商业类,新都,北星大道二段588号,46-67㎡,7980,2
东湖郡一期,底商,新都,新繁镇文庙街88号,待定,20000,0
东湖郡,底商,新都,新繁镇文庙街88号,待定,20000,0
新希望锦悦北府,住宅,新都,兴贸路1288号,117-122㎡,12500,140
北城红街,商业类,新都,金凤凰大道555号,33-70㎡,9400,31
城北优品道,商业,新都,北星大道与大天路交汇处(十字路口出城方向右侧）,待定,20000,0
中洲·中央公园,别墅,新都,新都蜀龙大道中段（198公园对面）,198-225㎡,20000,396
华都九龙广场,商业类,新都,物流大道与蓉都大道交汇处,76-95㎡,7500,89
世玺,住宅,新都,新繁镇滨江西路北侧,93-130㎡,6900,17
鑫北广场,商业类,新都,新都区斑竹园镇北星大道与兴城大道交汇处,67-118㎡,8210,55
优品道珑苑,底商,新都,新成彭路大天路出口左侧（博雅新城旁）,待定,40000,0
城北优品道,底商,新都,北星大道与大天路交汇处(十字路口出城方向右侧）,待定,25000,0
创想大厦,商业类,新都,兴城大道1955号,48-75㎡,8380,41
蜜立方,底商,新都,大丰镇南丰大道658号,待定,27000,0
世玺,别墅,新都,新繁镇滨江西路北侧,279㎡,10000,279
桂湖名城二期,商业类,新都,电子路中段144号,35-37㎡,9300,33
半岛云著,住宅,新都,龙桥镇政府西北方向200米,99-149㎡,9850,97
华都九龙广场,底商,新都,蓉都大道南四段,待定,18000,0
汇尚城,商业类,新都,家具大道519号,92㎡,6800,63
汇尚城,底商,新都,家具大道519号,待定,18000,0
佳乐国际城四期,底商,新都,蜀龙大道南段777号,待定,24000,0
和信•玲珑府,住宅,新都,天缘路二段109号,126-144㎡,9000,113
奥园玖俪湾,住宅,新都,中利路奥园玖俪湾,98-127㎡,12950,9
蜀尚雅筑,底商,新都,东环路147号,待定,价格待定,0
奥园玖俪湾,别墅,新都,中利路奥园玖俪湾,待定,14000,0
世玺,商业,新都,新繁镇滨江西路北侧,待定,13000,0
世玺,底商,新都,新繁镇滨江西路北侧,待定,13000,0
春天里,住宅,新都,食品路68号,72-104㎡,5500,40
碧桂园上观,别墅,新都,新都区三河街道碧桂园上观1号,159-167㎡,17000,3
润帛公馆,商业类,新都,成都市新都区斑竹园镇兴城大道1689号,26-59㎡,7500,5
丰怡阳光,住宅,新都,崇义桥北街丰怡阳光,74-90㎡,5500,0
东骏湖景湾六期,住宅,新都,马超东路555号,待定,12000,0
绿地城,住宅,新都,北新大道与天丰路交汇处,待定,8500,0
桂湖名城二期,住宅,新都,电子路(原红光七分厂),80-90㎡,5000,0
保利爱尚里,住宅,新都,北星大道与甫家二路东段交汇处,95-120㎡,9500,0
富豪公馆,住宅,新都,兴乐北路600号,92-169㎡,12000,4
合能珍宝锦城,住宅,新都,北星大道与兴城大道交汇处（海宁皮革城斜对面）,91-105㎡,6000,0
优品道珑苑,住宅,新都,新成彭路大天路出口左侧（博雅新城旁）,待定,8500,0
保利大都汇|君汇,住宅,新都,北星大道与大天路交汇处,95-126㎡,11300,0
城北优品道,商业类,新都,北星大道与大天路交汇处(十字路口出城方向右侧）,待定,23,0
融创凯旋东岸,住宅,新都,新成彭路大天路出口左侧,80-92㎡,9000,0
家益凤凰富居,住宅,新都,大丰街道甫家一路289号,88-94㎡,价格待定,0
万科金域缇香二期,住宅,新都,地铁3号线三河场地铁出站口,115-128㎡,12400,0
爵领欧城,住宅,新都,江陵路335号,待定,7000,0
和信香榭澜郡,住宅,新都,新都大道（成都医学院旁）,待定,6800,0
明都汇,商业类,新都,斑竹园南华路和竹韵大道交汇处,待定,7800,0
保利城四期中央郡,住宅,新都,北新大道东,92-126㎡,9800,0
圣迈德广场,商业类,新都,大丰蓉北路二段,待定,9000,0
新派客,住宅,新都,蓉都大道南二段133号,待定,价格待定,0
东湖郡,住宅,新都,新繁镇文庙街88号,75㎡,6999,0
凤凰山1号,住宅,新都,大丰三环凤凰山森林公园凤凰山1号,待定,5900,0
万科五龙山蓝山别墅,别墅,新都,龙秀路89号,待定,450,0
保利湖心岛,别墅,新都,三环成金青大道狮子湖生态区入口,175-200㎡,17000,0
保利狮子湖,别墅,新都,蜀龙路与熊猫大道交汇处东行300米,148-184㎡,200,0
海伦国际一期,别墅,新都,电子路172号,待定,150,0
北领峰尚,住宅,新都,北新大道斑竹园毗河生态开发区竹柳路118号,待定,9500,0
友盛上都,商业类,新都,新都大道同仁路口（石油大学旁）,待定,6500,0
桂花香邻,住宅,新都,圣谕亭巷169号,83㎡,6100,0
恒大上林苑,住宅,新都,泰兴镇白鹤岛风景区（新石路与成金青交汇处）,待定,7700,0
美林国际社区,住宅,新都,繁川家具大道957号,待定,10000,0
香江紫钻,住宅,新都,新繁镇列维士路369号（龙桥家具园区）,148㎡,5000,74
恒大上林苑,别墅,新都,泰兴镇白鹤岛风景区（新石路与成金青交汇处）,待定,价格待定,0
丰瑞玺悦城,住宅,新都,大丰街道南丰大道494号,待定,6300,0
香城润园,住宅,新都,新民镇新河西街（大成街旁）,待定,4500,0
锦华苑二期,住宅,新都,石板滩镇新华街1号,待定,4300,0
和信天骄府,商业类,新都,工业大道西段67号,待定,8600,0
佳乐国际城一期,商业,新都,三河蜀龙大道南段777号,待定,3200,0
华都九龙广场,商业,新都,蓉都大道南四段,待定,9600,0
保利湖心岛,住宅,新都,三环成金青大道狮子湖生态区入口,119-136㎡,12500,9
佳乐国际城一期,底商,新都,三河蜀龙大道南段777号,待定,13000,0
万科五龙山璞院,住宅,新都,三河街道叠秀路1999号（五龙山公园内）,120-140㎡,13700,0
荣盛香堤荣府,住宅,新都,蜀龙大道南段中央森林公园泥巴沱风景区,待定,8100,0
北欧知识城二期,商业类,新都,北星大道西侧（毗河香城大桥畔 ）,待定,6500,0
海伦国际二期,底商,新都,博海路83号,待定,30000,0
五岳合福地广场,底商,新都,花都大道433号,待定,16000,0
圣桦公馆,住宅,新都,蓉都大道北段298号,待定,7600,0
龙湖听蓝湾,住宅,新都,大丰北星大道(方元路与新水碾路交汇处),130-138㎡,12293,81
保利城四期中央郡,底商,新都,北新大道东,待定,40000,0
鑫北广场,商业,新都,北星大道二段757号,待定,19000,0
蓝光花满庭三期,底商,新都,太平碑路100号,待定,60000,0
融创凯旋公馆,底商,新都,润丰路100号,待定,12000,0
融创凯旋公馆,商业,新都,润丰路100号,待定,36000,0
源上湾国际社区四期,底商,新都,北新干道毗河畔（香城大桥旁）,待定,10000,0
家益凤凰富居,底商,新都,大丰街道甫家一路289号,待定,16000,0
三佳悦都,底商,新都,北大门川陕路（蓉都大道润扬双河鹭岛旁）,待定,7500,0
三佳悦都,商业,新都,北大门川陕路（蓉都大道润扬双河鹭岛旁）,待定,8600,0
北新国际广场,底商,新都,互惠大道北新国际,待定,25000,0
新都城市之心,底商,新都,文家一巷188号,待定,40000,0
莱茵北郡三期,底商,新都,蜀龙大道三河场段（保利公园198旁）,待定,20000,0
盛世华庭,底商,新都,龙桥镇南街（老加油站斜对面）,待定,16000,0
我的大学,底商,新都,同仁路199号,待定,28000,0
香榭河畔,底商,新都,蓉都大道绕城高速入口1公里以西（毗河畔）,待定,25000,0
友盛上都,底商,新都,新都大道同仁路口（石油大学旁）,待定,20000,0
绿地城,底商,新都,北新大道与天丰路交汇处,待定,18000,0
恒大御府,住宅,新都,宝光桂湖文化区新新路560号,105-141㎡,8900,45
佳乐国际城四期,住宅,新都,三河镇蜀龙路南段777号,待定,10550,0
欧尚花园,住宅,新都,繁崇路198号（锦绣广场对面）,待定,5000,0
荣盛香堤荣府,商业,新都,蜀龙大道南段中央森林公园泥巴沱风景区,待定,10000,0
和信天骄府,底商,新都,工业大道西段67号,待定,24600,0
和信天骄府,商业,新都,工业大道西段67号,待定,24500,0
香城润园,底商,新都,新民镇新河西街（大成街旁）,待定,15000,0
北新上锦,底商,新都,北星大道大成路南段,待定,25000,0
欧尚花园,商业,新都,繁崇路198号（锦绣广场对面）,待定,14000,0
龙域天地,商业类,新都,108国道与货运大道交汇处（佳飞建材对面）,39-80㎡,7800,29
雄飞北尚广场,商业类,新都,新都成都北大门川陕路（蓉都大道和兴城大道交界点）,108㎡,8500,0
润扬观澜鹭岛,住宅,新都,三河街道曲景路666号育英路与绕城大道交口,115-126㎡,10000,0
一品雅居,底商,新都,学院路东段189号,待定,26800,0
缤纷翡翠湾,住宅,新都,北部商贸城竹韵大道（毗河旁）,待定,9300,0
我的大学,商业,新都,同仁路199号,待定,240,0
和瑞里,住宅,新都,新繁镇繁清路483号,116㎡,价格待定,0
融创凯旋东岸,商业,新都,新成彭路大天路出口左侧,待定,14000,0
富力桃园C区,住宅,新都,兴城大道755号,83-108㎡,8500,0
保利狮子湖,住宅,新都,蜀龙路与熊猫大道交汇处东行300米,90-142㎡,12000,149
和信沪丰领地,商业类,新都,金虎路27号,44-88㎡,9800,0
雄飞北尚广场,底商,新都,新都成都北大门川陕路（蓉都大道和兴城大道交界点）,79㎡,27000,0
佳乐国际城一期,住宅,新都,三河蜀龙大道南段777号,待定,6300,0
融创凯旋公馆,住宅,新都,润丰路100号,待定,6200,0
融创凯旋东岸,底商,新都,新成彭路大天路出口左侧,待定,17600,0
万科金域缇香二期,底商,新都,三河街道蓉香中路199号,待定,19500,0
博雅新城红墙巷,商业,新都,大丰街道丰安路口（金丰高架出口西侧）,待定,11000,0
传化国际新城,住宅,新都,大件路传华国际新城,128㎡,12000,0
莱茵北郡三期,住宅,新都,蜀龙大道三河场段（保利公园198旁）,86-95㎡,6100,0
源上湾国际社区四期,住宅,新都,北新干道毗河畔（香城大桥旁）,88-106㎡,6500,0
七一森林城市花园,住宅,新都,新泰东路71号,125-163㎡,12300,260
和信中心,商业类,新都,天香南路366号,待定,14500,0
德益金龙郡,住宅,新都,龙桥镇紫金路68号,99-119㎡,9800,02
半岛云著,底商,新都,龙桥镇政府西北方向200米,待定,10450,0
蓉海东悦华府二期,住宅,新都,石板滩镇老城区东风西街（石板滩镇政府旁）,待定,5800,0
保利都汇小户,写字楼,新都,金牛区北新大道与大天路交汇处,待定,9000,0
汉嘉国际社区,住宅,新都,马超东路518号,待定,价格待定,0
保利拉斐庄园,别墅,新都,三环路蜀龙路（熊猫基地旁）,待定,价格待定,0
泽瀚峰景,住宅,新都,香城大道华桂路段185号,待定,9000,0
朗基香樾府,住宅,新都,大丰街道先驱大道与大天路交汇处 ,128-149㎡,12000,12
融侨悦蓉城,住宅,新都,北三环•南丰大道•地铁5号线（在建中）皇花园站,待定,价格待定,0
和瑞里商铺,商业,新都,新都区新繁镇繁清路483号,待定,19000,0
天升时代大厦,写字楼,新都,成都市新都区泰兴镇成青金快速通道北侧（成都一镇对面）,待定,6800,0
格林城市花园,住宅,新都,毕达路256号,待定,价格待定,0
百郦锦城,住宅,新都,工业大道东段308号,104-119㎡,10942,105
万科金域缇香三期,住宅,新都,[ 新都 - 三河场 ] 地铁3号线三河场站,待定,11000,0
龙湖听蓝时光,商业类,新都,方营路龙湖听蓝时光,待定,9800,0
鲜花优活居,商业,新都,新都大道（西南石油大学旁）,37㎡,20000,0
浩圆名商天下,商业,新都,新都绕城高速与成金青快速通道交汇处（中国塑料城旁）,待定,25000,0
思学园智能村,商业,新都,新都蜀龙大道北段226号,待定,16000,0
香江全球家居CBD核心馆,商业,新都,繁川家具大道南段278号,待定,7000,0
中国四川贵达茶都,商业,新都,万石路与新竹大道交汇处,待定,16000,0
蜀尚雅筑,商业,新都,东环路147号,待定,价格待定,0
榕晟水岸丽府,住宅,新都,清流镇顺河中街38号,66-148㎡,5898,05
蓝湾公馆,住宅,新都,成彭路蓝湾公馆,待定,8000,0
入帘青,住宅,新都,大丰街道蓉北大道（成彭路与华美路交汇处）,待定,价格待定,0
新派客,商业类,新都,蓉都大道南二段133号,36㎡,9000,0
元贞国际机械城,商业,新都,成都市新都区承顺街372号（新都物流中心旁）,待定,15000,0
天湖豪布斯卡,商业,新都,斑竹园镇新竹大道与北星大道交汇处,待定,价格待定,0
中润欧洲城,商业,新都,成都市新都区龙桥会展大道（新都家具园区旁）,待定,价格待定,0
华润置地·琨瑜府,住宅,新都,北星大道华润置地·琨瑜府,143㎡,12399,0
家益凤凰富居,商业,新都,大丰镇大丰街道甫家一路289号,待定,10000,0
和信香榭澜郡,底商,新都,新都大道（成都医学院旁）,待定,24000,0
蓉海东悦华府,住宅,新都,石板滩镇老城区东风西街（石板滩镇政府旁）,待定,12000,0
保利湖心岛,商业,新都,成金青大道.狮子湖生态区内,待定,17000,0
融侨悦蓉城,别墅,新都,南丰大道融侨悦蓉城,待定,195,0
融侨悦蓉城,商业类,新都,南丰大道融侨悦蓉城,40-46㎡,55,56
龙湖听蓝湾,底商,新都,大丰北星大道(方元路与新水碾路交汇处),待定,25000,0
圣迈德广场,商业,新都,新都大丰蓉北路二段,待定,33000,0
融侨悦蓉城,商业,新都,南丰大道融侨悦蓉城,待定,60,0
七一森林城市花园,底商,新都,新泰东路71号,待定,60000,0
奥园棠玥府,商业,新都,宝光大道与桂湖西路交汇处,待定,价格待定,0
七一森林城市花园,商业,新都,新泰东路71号,待定,价格待定,0
七一森林城市花园,写字楼,新都,新泰东路71号,待定,价格待定,0
富豪公馆,底商,新都,兴乐北路600号,待定,价格待定,0
奥园玖俪湾,商业,新都,中利路奥园玖俪湾,待定,价格待定,0
蓉海东悦华府二期,商业,新都,石木路蓉海东悦华府二期,待定,15000,0
蓉海东悦华府二期,底商,新都,石木路蓉海东悦华府二期,待定,价格待定,0
白鹤一号,底商,新都,泰北街一巷9号,待定,6900,0
保利狮子湖,底商,新都,蜀龙路与熊猫大道交汇处东行300米,待定,35000,0
百郦锦城,底商,新都,蓉都大道南三段百郦锦城,待定,价格待定,0
百郦锦城,商业,新都,蓉都大道南三段百郦锦城,待定,价格待定,0
莱茵北郡三期,商业,新都,"蜀龙大道三河场段（保利公园198旁）, 厚诚路123号",待定,9000,0
外滩逸景,住宅,新都,石板滩镇新业大道四段222号,待定,价格待定,0
奥园棠玥府,住宅,新都,宝光大道与桂湖西路交汇处,待定,价格待定,0
富力桃园金街,商业,新都,兴城大道777号,待定,价格待定,0
白鹤一号,住宅,新都,泰北街一巷9号,87-124㎡,7100,57
润帛公馆,写字楼,新都,成都市新都区斑竹园镇万石路与踏水路交汇处,待定,价格待定,0
欣茂大峰景,商业,新都,华美东街455号,待定,40000,0
润茂酒店用品文博园,商业,新都,成都市新都区北部商贸城（兴城大道与万石路交汇处）,待定,价格待定,0
香满庭,住宅,新都,新都区蓉都大道南二段138号（地铁3号线团结新区站B口）,待定,价格待定,0
雄飞北尚广场,商业,新都,北大门川陕路（蓉都大道和兴城大道交界点）,待定,价格待定,0
大都保峰玖著,住宅,新都,蓉都大道与绕城大道交汇处,待定,9400,0
和信香榭澜郡,商业,新都,新都大道（成都医学院旁）,待定,价格待定,0
龙湖天鉅,商业,新都,新都区大天路与北星大道交汇处龙湖天鉅,待定,30000,0
保利爱尚里,商业类,新都,新都北星大道与甫家二路东段交汇处,待定,价格待定,0
嘉通云邸,住宅,新都,金华寺南路199号,待定,10800,0
蓉垚北尚城,住宅,新都,龙桥渭水社区老成彭路,67-90㎡,5000,0
