name,type,district,address,area,price,total
龙湖天宸原著,底商,武侯,武侯大道与智谷大道交汇处,待定,45000,0
金科双楠天都,商业,武侯,二环路西一段80号,待定,45000,0
中环晓院,底商,武侯,中环路与永顺路交汇处,待定,50000,0
来福士广场,商业类,武侯,四川省成都市武侯区人民南路四段3号来福士广场,67-86㎡,40000,280
鞋都风尚中心,底商,武侯,武侯区鞋都南路139号,待定,20000,0
金隅珑熙汇,商业类,武侯,聚龙路168号,49-83㎡,13000,62
龙湖紫都城,商业类,武侯,来凤五路56号,41㎡,13500,55
美泉悦府,住宅,武侯,武青西一路399号,待定,价格待定,0
保利天悦,商业类,武侯,高攀路89号,47-243㎡,19000,117
中海熙苑一期,住宅,武侯,双楠果堰街,待定,17500,0
营盛大厦,住宅,武侯,红牌楼北街东侧与二环路交汇处（近丽都花园）,待定,12300,0
双楠悦天地,住宅,武侯,二环路与武侯大道交汇处(伊藤双楠店南行500米),待定,价格待定,0
世豪嘉柏,商业类,武侯,武科东二路460号,33㎡,13500,38
邻里中央,商业类,武侯,晋吉北路66号,待定,13000,0
紫檀,住宅,武侯,人民南路四段38号,待定,25000,0
西派城,住宅,武侯,簇锦街办铁佛村3、8组(武侯大道铁佛段与金履路交汇处),待定,价格待定,400
中环晓院,住宅,武侯,中环路与永顺路交汇处,待定,价格待定,0
新界五期,住宅,武侯,武阳大道二段186号,待定,14000,0
时代锦绣,商业,武侯,武侯大道文昌段与新机场路的交汇处（中天物流园旁）,待定,19000,0
大合仓,写字楼,武侯,星狮路511号,待定,8300,0
蓝光雍锦世家,住宅,武侯,永顺路71号,待定,价格待定,0
新希望锦悦楠庭,住宅,武侯,武兴路和金江路交汇处,99-130㎡,12000,0
晶楠天地,底商,武侯,晋吉南路82号,待定,40000,0
金阳不夜都,底商,武侯,西三环路三段草金立交内侧万顺二路155号,待定,38000,0
中筑西府兰庭,底商,武侯,福锦路一段669号,待定,42000,0
万茂UIC,底商,武侯,聚龙路1251号,待定,37000,0
万茂UIC,商业类,武侯,聚龙路1251号,待定,11000,0
金阳不夜都,商业,武侯,西三环路三段草金立交内侧万顺二路155号,待定,35000,0
红牌楼广场,写字楼,武侯,二环南四段佳灵路7号,待定,价格待定,0
武侯万达广场,商业类,武侯,聚龙路988号,待定,14000,0
中海熙苑二期,住宅,武侯,果盛路36号,待定,16000,0
珑熙郡,底商,武侯,武侯立交聚龙路168号（武侯万达广场旁）,待定,50000,0
中筑西府兰庭,商业,武侯,福锦路一段669号,待定,20000,0
保利花园五期悦榕郡,底商,武侯,西三环武侯大道万兴路与福锦路交汇处,待定,30000,0
丽都花园丽府,底商,武侯,丽都路599号,待定,21000,0
阳光城檀府,住宅,武侯,西三环与万兴路交界处,108-168㎡,17000,0
龙湖金楠天街,底商,武侯,晋阳路313号,待定,40000,0
金科双楠天都,底商,武侯,二环路西一段80号,待定,30000,0
亿通新天地,商业类,武侯,沙堰街40号,待定,10000,0
世豪嘉柏,底商,武侯,武科东二路460号,待定,40000,0
中国水电泛悦国际,底商,武侯,"高攀西巷3号, 长荣路66号",待定,35000,0
中海熙苑二期,底商,武侯,果盛路36号,待定,35000,0
中海熙苑一期,商业,武侯,双楠果堰街,待定,35000,0
双楠尚品广场,底商,武侯,兆景路139号,待定,30000,0
中粮祥云三期,底商,武侯,太平园中四路9号,待定,35000,0
华宇静苑二期,底商,武侯,聚荟街436号,待定,30000,0
天朗锦邸,底商,武侯,一环路西一段31号,待定,35000,0
绿地腾飞公馆,住宅,武侯,武侯大道文昌段51号,待定,14500,0
中铁金花国际城,商业,武侯,金花镇金凤街179号（武兴路与金凤街交汇处）,待定,35000,0
中国水电泛悦国际,商业,武侯,"高攀西巷3号, 长荣路66号",待定,50000,0
联邦财富中心,写字楼,武侯,武科东四路18号,待定,7600,0
交大万通格外,商业类,武侯,董家湾南街90号,53㎡,13500,0
首信红星国际广场,商业,武侯,武侯新城智谷大道与七星大道交汇处,待定,30000,0
财富国际,写字楼,武侯,小天竺街75号,待定,16000,0
龙湾生活广场,商业类,武侯,四川省成都市武侯区龙华北路7号附6号,34-54㎡,15000,0
蓝光金双楠,住宅,武侯,永康路半边街288号,待定,8100,0
蓝光金悦城,住宅,武侯,成双大道福锦路二段（簇桥工商所旁）,待定,13500,0
新希望大厦,写字楼,武侯,人民南路四段45号,待定,16500,0
保利中心,写字楼,武侯,领事馆路9号,待定,价格待定,0
大陆国际,写字楼,武侯,人民南路4段11号,待定,19000,0
华宇蓉国府,写字楼,武侯,人民南路四段12号,待定,18000,0
新希望锦悦楠庭,底商,武侯,武兴路和金江路交汇处,待定,30000,0
蓝光长岛国际社区,住宅,武侯,九江街道通江社区,133-155㎡,12500,199
绿地GIC,住宅,武侯,二环路南一段20号（科华中路）,待定,18000,0
珑熙郡,住宅,武侯,武侯立交聚龙路168号（武侯万达广场旁）,待定,12500,0
东原印长江,住宅,武侯,永顺街165号,161-233㎡,29800,466
联邦财富中心,底商,武侯,武科东四路18号,待定,20000,0
金科博翠府,住宅,武侯,西三环路一段与西三环路一段出口交叉口西150米,150-179㎡,27000,464
蓝润广场,商业类,武侯,武侯成双大道蓝润广场,待定,价格待定,0
当代中德璞誉,商业类,武侯,武侯大道顺江段200号,37-47㎡,19000,70
龙湖天宸原著,别墅,武侯,武侯大道与智谷大道交汇处,待定,价格待定,0
世豪金街,商业类,武侯,武科东二路世豪金街,待定,价格待定,0
锦外中心,商业,武侯,一环路南四段19号,待定,价格待定,0
当代中德璞誉,住宅,武侯,武侯大道顺江段200号,133-179㎡,价格待定,0
玲珑,住宅,武侯,武侯大道铁佛段（武侯大道与七里大道交汇处）,待定,9024,0
锦悦华庭,住宅,武侯,水巷子与簇桥中街交叉口南50米,96-124㎡,15800,151
金楠缤纷,商业类,武侯,中华名园簇锦街道办旁顺兴路369号,待定,20000,0
金楠缤纷,底商,武侯,中华名园簇锦街道办旁顺兴路369号,待定,35000,0
桐梓林7号,住宅,武侯,新希望路7号,待定,25000,0
金茂府,住宅,武侯,铁佛工业区二路,165-195㎡,29999,495
美泉悦府,底商,武侯,武青西一路399号,待定,价格待定,0
中粮武侯瑞府,别墅,武侯,武侯新城铁佛段,待定,价格待定,0
保利天悦,住宅,武侯,高攀路89号,261-264㎡,20000,522
会所金澜苑,住宅,武侯,晋康街179号,85-142㎡,17000,156
鞋都风尚中心,商业类,武侯,武侯区鞋都南路139号,待定,价格待定,34
中粮武侯瑞府,住宅,武侯,武侯新城铁佛段,149-170㎡,31350,0
美泉悦府,别墅,武侯,武青西一路399号,待定,价格待定,0
当代中德璞誉,底商,武侯,武侯大道顺江段200号,待定,价格待定,0
金隅珑熙汇,写字楼,武侯,聚龙路168号（万达旁）,待定,13500,0
金阳不夜都,商业类,武侯,西三环路三段草金立交内侧万顺二路155号,待定,8800,0
南棠蜜邸,住宅,武侯,红牌楼佳灵路6号,待定,13000,0
碧桂园中环荟,商业类,成华,成华区八里庄路168号,54㎡,15000,64
融创玖阙府一期,底商,成华,熊猫大道融创玖阙府一期,待定,26000,0
源滩国际社区,商业类,成华,华林一路158号,36-72㎡,14000,59
和泓东28,商业类,成华,二仙桥东路46号,38㎡,12800,46
未来中心,商业类,成华,一环路内侧与蜀都大道交界处,49-56㎡,20800,103
青龙广场,商业类,成华,东丽街与东紫路交汇处（动物园东大门）,46-48㎡,10000,47
青龙广场,写字楼,成华,东丽街与东紫路交汇处（动物园东大门）,待定,9800,0
青龙广场,底商,成华,东丽街与东紫路交汇处（动物园东大门）,待定,25000,0
海上海南苑,商业,成华,和美东路221 号,待定,30000,0
海上海北苑,底商,成华,和美东路221 号,待定,30000,0
理想城,底商,成华,东中环二仙桥北一路,待定,40000,0
龙光世纪中心,商业类,成华,华林三路10号,37-87㎡,10000,57
泛悦城市广场,商业类,成华,2.5环内昭觉寺横路（中国电信旁）,40㎡,14000,55
交大梦家,底商,成华,长融东二路,待定,35000,0
成华奥园广场三期,商业类,成华,崔家店路与跳蹬河路交汇处,34-98㎡,16000,8
成华奥园广场三期,底商,成华,崔家店路与跳蹬河路交汇处（崔家店路418号）,待定,53000,0
中南融创玖华台邸,底商,成华,建设南路50号,待定,50000,0
融创玖阙府二期,底商,成华,石岭路融创玖阙府二期,待定,26000,0
龙湖梵城,商业类,成华,建工路龙湖梵城,68-83㎡,19000,129
朗诗尚高大厦,商业类,成华,建设北路三段70号,37㎡,14000,51
泊里中心,商业类,成华,成华邛崃山路与迎晖路交汇处,47-82㎡,19000,3
珑悦锦云花园,住宅,成华,龙港路369号,待定,价格待定,0
弘创名座,底商,成华,白龙江路6号,待定,40000,0
时光荟,商业类,成华,建设北路三段378号,38-61㎡,14500,50
龙湖梵城,底商,成华,建工路龙湖梵城,待定,65000,0
德商迎晖天玺,商业,成华,成华区白龙江路与大巴山路交汇处,待定,50000,0
德商迎晖天玺,底商,成华,白龙江路与大巴山路交汇处,待定,50000,0
世茂茂立方广场,商业类,成华,和顺西一路9号,38-51㎡,9000,36
佳年华广场一期,商业类,成华,峨眉山路369号,39-71㎡,14000,60
未来中心,底商,成华,一环路内侧与蜀都大道交界处,待定,40000,0
梦魔方广场,底商,成华,中环路锦绣大道段与金马河路交叉口东100米,待定,20000,0
中南融创玖华台邸,商业,成华,成华区建设南路50号,待定,50000,0
朗基城·少公馆,商业类,成华,建祥路9号,36㎡,15500,55
大陆潮里,商业类,成华,昭文路36号,38㎡,11500,44
鲁能城,商业类,成华,槐树店一路300号,44-68㎡,15000,1
德商迎晖天玺,商业类,成华,白龙江路333号,待定,价格待定,0
保利林语溪二期,住宅,成华,华实路13号,待定,10500,0
合能铂悦府,商业类,成华,驷马桥路11号,37㎡,价格待定,0
香山长岛,商业类,成华,长融东三路155号,45-88㎡,14137,0
中环壹号大厦,商业类,成华,迎晖路99号,待定,17500,75
泛悦城市广场,住宅,成华,2.5环内昭觉寺横路（中国电信旁）,80-98㎡,10000,0
蓝光雍锦阁,住宅,成华,建功路66号,待定,18500,0
鲁能公馆,住宅,成华,槐树店一路300号,待定,价格待定,0
中海新华府,住宅,成华,小龙桥路30号,待定,16000,0
隆鑫印象东方,住宅,成华,东三环凯德广场魅力城店向东500米,待定,价格待定,0
交大梦家,住宅,成华,长融东二路,待定,10500,0
华润二十四城七期,住宅,成华,二环路东三段双庆路6号,待定,15500,0
中国铁建广场,商业类,成华,新成华大道三段与东华一路交汇口,待定,9500,0
金科中心,商业类,成华,荆翠西路2号,48㎡,12500,0
汇富大厦,商业类,成华,二环路东二段6号附13,待定,10500,0
交大归谷建设派,商业,成华,二仙桥北路3号,待定,15000,0
中国铁建广场,写字楼,成华,新成华大道三段与东华一路交汇口,待定,12800,0
北城鑫街,商业类,成华,驷马桥羊子山路,待定,8500,0
泛悦城市广场,商业,成华,2.5环内昭觉寺横路（中国电信旁）,待定,50000,0
北城鑫街,商业,成华,驷马桥羊子山路,待定,39000,0
佳年华广场一期,住宅,成华,峨眉山路369号,待定,11800,0
首创光和城二期,住宅,成华,荆竹东路与东荆路首创花与城二期,77㎡,17800,0
香澜坊,住宅,成华,站北中街8号,待定,11000,0
成华奥园广场二期,住宅,成华,跳蹬河南路18号,待定,价格待定,0
华润熙悦广场,商业类,成华,荆竹中路（动物园北侧）,待定,8500,0
永立星城都,住宅,成华,二环路与府青路交汇处（原512建材市场旁）,待定,价格待定,0
蓝润东悦荟,商业类,成华,中环路锦绣大道段与嘉陵江路交叉口东南50米,28-70㎡,13500,95
融锦城,商业类,成华,羊子山路88号,60-65㎡,13500,0
中洲里程,住宅,成华,塔山路东2.5环迎晖路交汇处,待定,14300,0
金科星耀天都,商业类,成华,驷马桥西林一街19号,待定,12600,0
明信鹭湾,商业类,成华,御风一路9号,待定,13500,0
优品星座,商业类,成华,"建材路66号, 东2.5环建材路段与迎晖路十字交叉路",待定,12500,0
观城,商业类,成华,双成五路66号,45㎡,17000,77
绿地悦蓉公馆,住宅,成华,桂林西路88号（桂林小学对面）,123㎡,9900,0
上寓,商业类,成华,二仙桥东路（加油站旁）,40-47㎡,15000,60
蓝光金悦府,商业类,成华,将军碑东二路88号,待定,9000,0
招商中央华城,住宅,成华,东郊记忆旁成华大道与中环路交汇处,82-98㎡,13000,0
保利林语溪一期,住宅,成华,华实路11号,95-108㎡,9056,0
御龙山二期,住宅,成华,迎晖路6号,待定,价格待定,0
成功悦都,商业类,成华,双建路建行正对面（原双建路79号）,待定,14500,0
电建地产美立方,底商,成华,成致路电建地产美立方,待定,13000,0
蓝光公园悦庭,住宅,成华,崔家店南路2号,待定,13600,0
交大归谷建设派,底商,成华,二仙桥北路3号,待定,50000,0
佳年华广场一期,商业,成华,峨眉山路369号,待定,25000,0
台州商人大厦,底商,成华,昭觉寺横路80号,待定,40000,0
台州商人大厦,商业类,成华,昭觉寺横路80号,52-105㎡,15000,0
恒大中央广场二期雲門,住宅,成华,东三段19号（双林北支路北70米）,170㎡,17200,4
永立星城都,商业类,成华,二环路与府青路交汇处（原512建材市场旁）,待定,18000,0
保利康桥,住宅,成华,成华大道杉板桥路199号,待定,16000,0
华都云景台,底商,成华,杉板桥南五路199号（蓝光东方天地旁）,待定,50000,0
成发紫东阳光,底商,成华,二环路东三段与蜀都大道的交汇处(二环路东三段61号万象城斜对面),待定,36000,0
海上海南苑,底商,成华,和美东路221 号,待定,30000,0
沙河湾,商业类,成华,五桂桥北路26号,待定,10300,0
中铁二局玛塞城,底商,成华,府青路二段177号,待定,40000,0
锦府,住宅,成华,御风一路35号(信和御龙山旁),75-102㎡,14250,9
青秀未遮山,住宅,成华,新八里庄61号（红星路源点）,待定,价格待定,0
海上海北苑,商业,成华,和美东路221 号,待定,30000,0
恒大锦城,住宅,成华,东三环路桂林西路18号（龙潭路与桂林西路交汇处200米）,待定,10192,0
理想城,商业类,成华,东中环二仙桥北一路,39㎡,19000,0
荣盛紫提东郡,底商,成华,万科路东段荣盛紫提东郡,待定,30000,0
荣盛紫提东郡,商业,成华,万科路东段荣盛紫提东郡,待定,12000,0
鲁能公馆,底商,成华,槐树店一路300号,待定,40000,0
华润二十四城七期,商业,成华,二环路东三段双庆路6号,待定,45000,0
中粮锦云,底商,成华,崔家店横二街42号,待定,45000,0
中粮锦云,商业,成华,崔家店横二街42号,待定,45000,0
泛悦城市广场,底商,成华,2.5环内昭觉寺横路（中国电信旁）,待定,40000,0
蓝光乐彩城,底商,成华,物流大道蓝光乐彩城,待定,30000,0
金科星耀天都,底商,成华,驷马桥西林一街19号,待定,20000,0
世茂大厦,写字楼,成华,猛追湾横街99号,待定,价格待定,0
SM锦悦,住宅,成华,二环路东二段29号,69-118㎡,价格待定,0
中国铁建北湖国际城三期,住宅,成华,东三环路一段外侧（石室中学对面）,待定,13800,0
荣盛香榭兰庭一期,底商,成华,中环路锦绣大道段4599号,待定,30000,0
荣盛香榭兰庭一期,商业,成华,中环路锦绣大道段4599号,待定,30000,0
荣盛香榭兰庭二期,底商,成华,安宁河路4599号,待定,30000,0
荣盛香榭兰庭二期,商业,成华,安宁河路4599号,待定,价格待定,0
成华奥园广场一期,底商,成华,"崔家店路418号, 双电西五路26号",待定,45000,0
隆鑫印象东方,底商,成华,东三环凯德广场魅力城店向东500米,待定,32000,0
成功悦都,底商,成华,双建路建行正对面（原双建路79号）,待定,41000,0
成华奥园广场二期,底商,成华,跳蹬河南路18号,待定,45000,0
招商中央华城,商业类,成华,东郊记忆旁成华大道与中环路交汇处,待定,14000,0
华宇旭辉锦绣花城,住宅,成华,龙潭立交外路桂林西路（龙潭路与桂林西路交汇处）,100-118㎡,11000,0
梦魔方广场,商业类,成华,中环路锦绣大道段与金马河路交叉口东100米,68-80㎡,13000,102
万科天荟,商业类,成华,建设南支路（东郊记忆旁）,待定,13000,0
成华奥园广场二期,商业,成华,跳蹬河南路18号,待定,45000,0
鲁能城二期,商业,成华,跳蹬河槐树店路26号（成洛大道与中环路交汇处）,待定,54000,0
鲁能城二期,底商,成华,跳蹬河槐树店路26号（成洛大道与中环路交汇处）,待定,45000,0
蓝润蓝客城,商业,成华,熊猫大道蓝润蓝客城,待定,29000,0
上古天地,商业类,成华,龙潭路33号,55㎡,10150,0
香澜半岛,住宅,成华,赤虎桥南街1号,111㎡,16000,0
蓝润东悦荟,底商,成华,中环路锦绣大道段与嘉陵江路交叉口东南50米,待定,13500,0
佳年华广场二期,商业类,成华,保和街道峨眉山路369号,35-41㎡,16000,0
富润生活广场,商业类,成华,成康路18号,43-45㎡,13000,0
领地海纳时代,住宅,成华,致力东街领地海纳时代,待定,12000,0
太阳公元一期,住宅,成华,建设巷13号,待定,价格待定,0
佳年华广场二期,底商,成华,峨眉山路369号,待定,20000,0
中南融创玖华台邸,商业类,成华,建设南路50号,48-60㎡,17600,0
交大梦家,商业,成华,长融东二路,待定,35000,0
华宇旭辉锦绣花城,底商,成华,龙潭立交外路桂林西路（龙潭路与桂林西路交汇处）,待定,35000,0
金科中心,底商,成华,荆翠西路2号,待定,26500,0
博闻时代锦汇,底商,成华,桃华街45号,待定,46000,0
蓝润v客尚东,底商,成华,向龙一路蓝润v客尚东,待定,33000,0
御龙山一期,住宅,成华,迎晖路6号,304㎡,27500,830
金科天籁城,商业,成华,龙潭寺华康路8号,待定,30000,0
成都339,写字楼,成华,双林路339号,待定,价格待定,0
维多利亚富御,住宅,成华,荆顺东街235号,待定,9200,0
华润二十四城六期,商业,成华,东三段双成3路15号,待定,20000,0
弘创名座,商业类,成华,白龙江路6号,34-68㎡,18000,113
华茂广场,写字楼,成华,建设路2号,待定,12000,0
万科钻石广场,写字楼,成华,建设路10号,待定,13500,0
协信中心,写字楼,成华,府青东街80号,待定,10000,0
华联东环广场,写字楼,成华,建设路55号,待定,价格待定,0
融创玖阙府南苑,住宅,成华,白莲池街道办事处一里塘社区4、5、6、7组,113-144㎡,12000,135
华宇旭辉锦绣广场,商业类,成华,"牛龙路口, 华宇旭辉锦绣广场",38-66㎡,10000,43
新力琥珀园,住宅,成华,民兴北二路新力琥珀园,94-123㎡,14000,0
华宇旭辉锦绣广场,底商,成华,"牛龙路口, 华宇旭辉锦绣广场",待定,19000,0
首钢蓉城里,住宅,成华,湖秀二路66号,待定,价格待定,0
华润润府,住宅,成华,双桥路华润置地润府,102-140㎡,12400,0
隆鑫印象东方,商业,成华,东三环凯德广场魅力城店向东500米,待定,45000,0
德商迎晖天玺,住宅,成华,迎晖路德商迎晖天玺,待定,23500,440
万科天荟,住宅,成华,杉板桥路（东郊记忆旁）,待定,价格待定,0
中南融创玖华台邸,住宅,成华,建设南路50号,待定,价格待定,0
鲁能城,住宅,成华,成洛大道与中环路交汇处,待定,价格待定,0
首创光和城二期,底商,成华,荆竹东路与东荆路交汇处,待定,44000,0
融创玖阙府南苑,别墅,成华,白莲池街道办事处一里塘社区4、5、6、7组,待定,14700,0
铂悦府,商业,成华,驷马桥路11号,待定,价格待定,0
招商中央华城商铺,底商,成华,成都市成华区杉板桥路601号,待定,40000,0
融创玖阙府商铺,商业,成华,成华区一里塘路熊猫大道,待定,26500,0
保利林语溪商铺,商业,成华,龙港路与华盛路交汇处,待定,价格待定,0
中南融创玖华台商铺,商业,成华,建设南路50号,待定,57500,0
龙之梦鹏瑞利新城,商业,成华,邛崃山路中段（东客站东广场斜对面）,待定,14000,0
物华天域阁,住宅,成华,成都理工大学旁,待定,价格待定,0
新鸿之心,商业,成华,一环路与成华大道新鸿路交汇处,待定,价格待定,0
蓝润蓝客城,住宅,成华,熊猫大道与青狮路交汇处,待定,5800,0
永立星城都,底商,成华,二环路与府青路交汇处（原512建材市场旁）,待定,60000,0
成发紫悦府,住宅,成华,水碾河路1号,待定,价格待定,0
恒大锦城,别墅,成华,东三环路东一段桂林西路18号（龙潭路与桂林西路交汇处200米）,待定,价格待定,0
华宇旭辉锦绣花城,别墅,成华,龙潭立交外路桂林西路（龙潭路与桂林西路交汇处）,158㎡,19200,0
新华创客居,住宅,成华,崔家店路731号,91-125㎡,14500,131
理工东苑,商业,成华,东三路附3号,待定,价格待定,0
领地五彩金巷子,商业,成华,青龙场致力路与致力东街交汇的东北角,待定,37000,0
朗基城,住宅,成华,建祥路9号,待定,价格待定,0
华润置地悦玺,住宅,成华,双成二路33号万象城旁,待定,价格待定,0
万科金色乐府商铺,商业,成华,东郊记忆旁杉板桥路,待定,40000,0
首创花与城乐街,商业,成华,地铁3号线（动物园站）海滨公园旁,待定,50000,0
华润置地大厦B座,写字楼,成华,双成二路与双福一路交汇处（万象城旁）,待定,价格待定,0
华润置地大厦B座,商业,成华,双成二路与双福一路交汇处（万象城旁）,待定,价格待定,0
恒河星耀,商业类,成华,二环路东二段建设路口（伊藤洋华堂对面）,待定,价格待定,0
碧桂园中环荟,商业,成华,成华区中环路7号线八里庄站旁,待定,价格待定,0
首创天禧68,商业,成华,二环路东一段内侧（距离桃溪路口站30米）,待定,价格待定,0
新华创客居,底商,成华,崔家店路731号,待定,价格待定,0
城投置地梧桐栖,住宅,成华,致兴二路城投置地梧桐栖,待定,价格待定,0
城投置地梧桐栖,商业,成华,致兴二路城投置地梧桐栖,待定,价格待定,0
首钢蓉城里,商业,成华,湖秀二路66号,待定,价格待定,0
中南融创玖华台邸,写字楼,成华,成华区建设南路50号,待定,价格待定,0
德商迎晖天玺,写字楼,成华,白龙江路与大巴山路交汇处,待定,价格待定,0
华宇旭辉锦绣广场住宅,住宅,成华,龙潭寺西路,待定,10765,0
俊屹中心俊峰,写字楼,成华,二环路北4段3号,待定,价格待定,0
西派泊玥,住宅,成华,湖秀二路37号,待定,13500,0
龙湖梵城,商业,成华,建工路龙湖梵城,待定,20000,0
奥山·成都澎湃城,住宅,成华,成都市成华区东三环成南立交东侧,待定,价格待定,0
首创光和城二期,商业,成华,荆竹东路与东荆路首创花与城二期,待定,50000,0
首创光和城,底商,成华,荆竹东路与东荆路首创花与城一期,待定,50000,0
首创光和城,商业,成华,荆竹东路与东荆路首创花与城一期,待定,50000,0
泰博理想城二期,底商,成华,二仙桥北二路2号,待定,35000,0
朗诗上林熙华府,住宅,成华,府青路三段12号,待定,价格待定,0
中车共享城,住宅,成华,四川省成都市成华区二仙桥北路,待定,价格待定,0
龙湖梵城,住宅,成华,建工路龙湖梵城,待定,价格待定,0
中迪中心,商业,成华,嘉陵江路与九寨沟路交汇处,待定,价格待定,0
首创天禧68,住宅,成华,二环路东一段内侧（距离桃溪路口站30米）,待定,价格待定,0
香山长岛,住宅,成华,长融东三路155号,89-143㎡,价格待定,0
绿地悦蓉公馆,底商,成华,桂林西路88号（桂林小学对面）,待定,35000,0
财富又一城,写字楼,成华,华油路6号附27,待定,11000,0
泰业北城广场,写字楼,成华,双荆路1号,待定,8800,0
林溪康城,底商,龙泉驿,同安街办幸福路99号,待定,32000,0
昊园江南壹品,底商,龙泉驿,成洛大道西河地铁口（华新职业学院旁）,待定,14000,0
雄飞生活广场,商业类,龙泉驿,西河镇成洛大道3199号（九峰国际汽车成附近）,49-94㎡,7850,57
绿地新城新里桃溪川,住宅,龙泉驿,幸福大道绿地新城新里桃溪川,112-143㎡,10500,107
山楂树,商业类,龙泉驿,翠龙街138号,36-60㎡,9000,33
德商蜜柚,商业类,龙泉驿,车城西四路和经开区南一路交汇处,35-91㎡,7200,57
德商蜜柚,底商,龙泉驿,车城西四路德商蜜柚,待定,20000,0
天赋龙庭,商业类,龙泉驿,龙祥商业街88号,64-102㎡,7300,3
领地溪山蘭台,住宅,龙泉驿,华信大道998号,142-143㎡,19928,284
龙腾东麓城,商业类,龙泉驿,龙华大道256号,35-62㎡,6800,25
合谊乐湖,底商,龙泉驿,十陵街道蜀王大道南段888号,待定,25000,0
合谊乐湖,商业,龙泉驿,十陵街道蜀王大道南段888号,待定,25000,0
中海御湖世家,别墅,龙泉驿,蜀王大道北段中海御湖世家,156㎡,28000,8
德商蜜柚,商业,龙泉驿,车城西四路德商蜜柚,待定,价格待定,0
金茂悦龙山,底商,龙泉驿,车城西五路99号,待定,19500,0
银诚龙悦中心,商业类,龙泉驿,成洛大道5333号,64-76㎡,7000,49
三盛都会城,底商,龙泉驿,龙华路东侧三盛都会城,待定,20000,0
驿都城,商业,龙泉驿,驿都大道中路900号（龙泉驿世纪广场旁）,待定,36000,0
凯德卓锦万黛,住宅,龙泉驿,成龙大道二段（川师成龙校区旁）,95-106㎡,价格待定,78
御嶺春天,住宅,龙泉驿,燃灯寺路与星光东路路口御嶺春天,待定,价格待定,0
金泉香槟城,住宅,龙泉驿,西河大道295号,90-92㎡,9500,0
东山国际君度半山,别墅,龙泉驿,成龙路东山国际大道1号东山国际新城内,待定,20000,0
慧生时代广场,住宅,龙泉驿,成洛大道与汽贸大道交汇处（西河镇汽贸大道68号）,待定,8000,0
博客小镇,住宅,龙泉驿,三峨街999号,77-90㎡,价格待定,0
龙湖三千庭,住宅,龙泉驿,成龙大道川师成龙校区旁,待定,14000,0
昊园江南壹品,住宅,龙泉驿,成洛大道西河地铁口（华新职业学院旁）,58-93㎡,5800,0
龙都国际,住宅,龙泉驿,龙都北路399号,94-100㎡,6900,0
金山御景蓝湾,住宅,龙泉驿,阳光大道89号,88-132㎡,4600,0
首创万卷山,住宅,龙泉驿,青台山村五组首创万卷山,待定,5700,0
昂世半山观邸,别墅,龙泉驿,同安街道办事处阳光大道8号(博瑞花园酒店对面),283-378㎡,13000,0
东原晴天见,住宅,龙泉驿,洪河镇白鹤村6组,90-94㎡,12000,0
华府幸福城,住宅,龙泉驿,阳光城幸福大道333号,95-108㎡,10500,0
福泉中心,商业,龙泉驿,鲸龙路（航天医院对面）,待定,20000,0
隆基泰和铂悦山,住宅,龙泉驿,"北京路66号(地铁二号线书房站,永辉超市对面)",待定,价格待定,0
棕榈印象,住宅,龙泉驿,成洛大道西河段,92-129㎡,5000,0
泰华锦城,住宅,龙泉驿,大面镇西干道青台山路（龙城一号8号门对面）,50-71㎡,8500,46
东韵雅园,住宅,龙泉驿,西河镇成洛大道(成洛路西南食品城左侧),99-110㎡,7700,0
成龙1号,别墅,龙泉驿,阳光大道2号,453㎡,16000,679
百悦城plus,住宅,龙泉驿,大面街道金桉路1号,112-214㎡,12000,147
三盛都会城,商业类,龙泉驿,龙华路东侧三盛都会城,42-63㎡,7500,32
中心城,住宅,龙泉驿,北泉路龙泉二中旁,72-126㎡,6750,0
东麓驿境四期,别墅,龙泉驿,龙泉公园路一段258号,108㎡,15000,0
招商依云上城,住宅,龙泉驿,西河镇成洛大道（西南食品城旁）,90-129㎡,8630,5
林溪美城,住宅,龙泉驿,阳光大道15号,90-116㎡,价格待定,0
海亮彩悦府,底商,龙泉驿,驿都大道西路中国铁建国际城东100米,待定,17000,0
百悦城plus,底商,龙泉驿,大面街道金桉路1号,待定,25000,0
海亮彩悦府,住宅,龙泉驿,"驿都大道北海亮彩悦府, 至善南路100号",81㎡,11000,0
华府幸福城,底商,龙泉驿,阳光城幸福大道333号,待定,35000,0
华府幸福城,商业,龙泉驿,阳光城幸福大道333号,待定,32000,0
百悦城云景,底商,龙泉驿,大面街道天鹅西湖南路899号,待定,30000,0
皇冠湖壹号,底商,龙泉驿,桃都大道中段999号,待定,30000,0
百悦城云景,商业,龙泉驿,大面街道天鹅西湖南路899号,待定,30000,0
天府逸家二期,底商,龙泉驿,成龙大道二段天府逸家,待定,27000,0
卧龙谷壹号,住宅,龙泉驿,新建路99号,152-194㎡,16200,250
蓝光公园华府,住宅,龙泉驿,成龙大道金枫路,138-168㎡,价格待定,0
皇冠湖壹号二期,住宅,龙泉驿,桃都大道中段999号,待定,12000,0
华润国际社区,底商,龙泉驿,成龙大道二段与金枫路交汇处,待定,23000,0
招商依云上城,底商,龙泉驿,西河镇成洛大道（西南食品城旁）,待定,25000,0
保利紫薇花语,底商,龙泉驿,车城西三路666号,待定,40000,0
